,apiName,associatedTraits,composition,desc,effects,from,icon,id,incompatibleTraits,name,unique,icon_Lower
244,TFT6_Augment_Weakspot2,[],[],Your units' attacks ignore @ArmorPenPercent@% of the target's Armor and reduce healing received by @HealReductionPercent@% for @Duration@ seconds.,"{'Duration': 5.0, '{0cb95e9d}': 50.0, '{2aee64b4}': 40.0}",,ASSETS/Maps/TFT/Icons/Augments/Hexcore/Weakspot2.png,,[],Weakspot II,FALSE,assets/maps/tft/icons/augments/hexcore/weakspot2.png
245,TFT6_Augment_Dominance,[],[],"After winning your player combat, gain @Gold@ bonus gold for every @PerSurvivingUnit@ surviving units.","{'Gold': 1.0, '{2526f0eb}': 2.0}",,ASSETS/Maps/TFT/Icons/Augments/Hexcore/Dominance1.png,,[],Dominance,FALSE,assets/maps/tft/icons/augments/hexcore/dominance1.png
246,TFT6_Augment_Distancing,[],[],Your units that start combat with no adjacent allies gain a @MaxHealthShield@% maximum Health shield for @ShieldDuration@ seconds.,"{'ShieldDuration': 10.0, '{4e39b1d2}': 25.0}",,ASSETS/Maps/TFT/Icons/Augments/Hexcore/Exiles1.png,,[],Exiles I,FALSE,assets/maps/tft/icons/augments/hexcore/exiles1.png
247,TFT6_Augment_MutantUnstableEvolution,['Set6_Mutant'],[],"Mutants randomly gain one of the following when they reach 2 star: @BonusHP@ Health, @BonusAS@% Attack Speed, @BonusAD@ Attack Damage, or @BonusAP@ Ability Power. These bonuses stack. Gain a Rek'Sai.","{'BonusAD': 30.0, 'BonusAS': 30.0, 'BonusHP': 500.0, '{d49caf5d}': 30.0}",,ASSETS/Maps/TFT/Icons/Augments/Hexcore/UnstableEvolution1.png,,[],Unstable Evolution,FALSE,assets/maps/tft/icons/augments/hexcore/unstableevolution1.png
248,TFT6_Augment_BrawlerHPRegen1,['Set6_Bruiser'],[],Bruisers regenerate @RegenPerTick@% of their maximum Health each second. Gain a Sejuani.,"{'{471b1a16}': 1.0, '{7adc1220}': 2.5}",,ASSETS/Maps/TFT/Icons/Augments/Hexcore/ShrugOff1.png,,[],Shrug It Off,FALSE,assets/maps/tft/icons/augments/hexcore/shrugoff1.png
249,TFT6_Augment_ClockworkTrait,['Set6_Clockwork'],[],Your team counts as having 1 additional Clockwork. Gain a Zilean.,{},,ASSETS/Maps/TFT/Icons/Augments/Hexcore/ClockworkHeart1.png,,[],Clockwork Heart,FALSE,assets/maps/tft/icons/augments/hexcore/clockworkheart1.png
250,TFT6_Augment_Keepers2,[],[],"At the start of combat, your units grant adjacent allies a @ShieldHealth@ health shield for @ShieldDuration@ seconds.","{'ShieldDuration': 8.0, '{c3360f16}': 240.0}",,ASSETS/Maps/TFT/Icons/Augments/Hexcore/Keepers-II.png,,[],Keepers II,FALSE,assets/maps/tft/icons/augments/hexcore/keepers-ii.png
251,TFT6_Augment_SniperTrait2,['Set6_Sniper'],[],Your team counts as having 2 additional Snipers.,{},,ASSETS/Maps/TFT/Icons/Augments/Hexcore/SniperSoul3.png,,[],Sniper Soul,FALSE,assets/maps/tft/icons/augments/hexcore/snipersoul3.png
252,TFT6_Augment_Keepers3,[],[],"At the start of combat, your units grant adjacent allies a @ShieldHealth@ health shield for @ShieldDuration@ seconds.","{'ShieldDuration': 8.0, '{c3360f16}': 250.0}",,ASSETS/Maps/TFT/Icons/Augments/Hexcore/Keepers-III.png,,[],Keepers III,FALSE,assets/maps/tft/icons/augments/hexcore/keepers-iii.png
253,TFT6_Augment_TradeSector,[],[],Gain a free Shop refresh each round.,{},,ASSETS/Maps/TFT/Icons/Augments/Hexcore/Trade2.png,,[],Trade Sector,FALSE,assets/maps/tft/icons/augments/hexcore/trade2.png
254,TFT6_Augment_Keepers1,[],[],"At the start of combat, your units grant adjacent allies a @ShieldHealth@ health shield for @ShieldDuration@ seconds.","{'ShieldDuration': 8.0, '{c3360f16}': 160.0}",,ASSETS/Maps/TFT/Icons/Augments/Hexcore/Keepers-I.png,,[],Keepers I,FALSE,assets/maps/tft/icons/augments/hexcore/keepers-i.png
255,TFT6_Augment_ArcanistEmblem2,['Set6_Arcanist'],[],Gain 2 Arcanist Emblems.,{},,ASSETS/Maps/TFT/Icons/Augments/Hexcore/ArcanistEmblem3.png,,[],Arcanist Crown,FALSE,assets/maps/tft/icons/augments/hexcore/arcanistemblem3.png
256,TFT6_Augment_TradeSectorPlus,[],[],Gain a free Shop refresh every round. Gain @Gold@ gold now.,{'Gold': 10.0},,ASSETS/Maps/TFT/Icons/Augments/Hexcore/Trade2.png,,[],Trade Sector+,FALSE,assets/maps/tft/icons/augments/hexcore/trade2.png
257,TFT6_Augment_SocialiteDuet,['Set6_Socialite'],[],Summon 1 additional Socialite spotlight. Spotlighted units gain @BonusHealth@ Health. Gain a Senna.,{'BonusHealth': 200.0},,ASSETS/Maps/TFT/Icons/Augments/Hexcore/Duet1.png,,[],Duet,FALSE,assets/maps/tft/icons/augments/hexcore/duet1.png
258,TFT6_Augment_StrikerConcussiveBlows,['Set6_Striker'],[],Striker's critical strikes stun their target for @StunDuration@ second(s). Each target can only be stunned once every @StunCD@ seconds. Gain a Rek'Sai.,"{'StunCD': 6.0, 'StunDuration': 1.5}",,ASSETS/Maps/TFT/Icons/Augments/Hexcore/Concussive-Blows-II.png,,[],Concussive Blows,FALSE,assets/maps/tft/icons/augments/hexcore/concussive-blows-ii.png
259,TFT6_Augment_SalvageBin,[],[],"Gain a random completed item now, and a component after @NumRounds@ player combats. Selling champions breaks apart their full items into components (excluding Tactician's Crown).",{'{2a0d265e}': 7.0},,ASSETS/Maps/TFT/Icons/Augments/Hexcore/Salvage2.png,,[],Salvage Bin,FALSE,assets/maps/tft/icons/augments/hexcore/salvage2.png
260,TFT6_Augment_RichGetRicherPlus,[],[],Gain @Gold@ gold. Your maximum interest is increased to @InterestCap@.,"{'Gold': 20.0, '{9e368069}': 7.0}",,ASSETS/Maps/TFT/Icons/Augments/Hexcore/RichGetRicher2.png,,[],Rich Get Richer+,FALSE,assets/maps/tft/icons/augments/hexcore/richgetricher2.png
261,TFT6_Augment_ChemtechForAllUnits,['Set6_Chemtech'],[],The Chemtech trait grants its bonuses to all of your Champions. This does not increase your number of Chemtech units. Gain a Warwick.,{},,ASSETS/Maps/TFT/Icons/Augments/Hexcore/Free-Healthcare-II.png,,[],Chemtech Unity,FALSE,assets/maps/tft/icons/augments/hexcore/free-healthcare-ii.png
262,TFT6_Augment_BruteTrait,['Set6_Bruiser'],[],Your team counts as having 1 additional Bruiser. Gain a Sejuani.,{},,ASSETS/Maps/TFT/Icons/Augments/Hexcore/BruiserHeart1.png,,[],Bruiser Heart,FALSE,assets/maps/tft/icons/augments/hexcore/bruiserheart1.png
263,TFT6_Augment_HeroTrait,['Set6_Bodyguard'],[],Your team counts as having 1 additional Bodyguard. Gain a Blitzcrank.,{},,ASSETS/Maps/TFT/Icons/Augments/Hexcore/BodyguardHeart1.png,,[],Bodyguard Heart,FALSE,assets/maps/tft/icons/augments/hexcore/bodyguardheart1.png
264,TFT6_Augment_ChallengerTrait2,['Set6_Challenger'],[],Your team counts as having 2 additional Challengers.,{},,ASSETS/Maps/TFT/Icons/Augments/ChoiceUI/ChallengerSoul3.png,,[],Challenger Soul,FALSE,assets/maps/tft/icons/augments/choiceui/challengersoul3.png
265,TFT6_Augment_HextechEmblem,['Set6_Hextech'],[],Gain a Hextech Emblem and a Nocturne.,{},,ASSETS/Maps/TFT/Icons/Augments/Hexcore/Hextech-Crest.png,,[],Hextech Crest,FALSE,assets/maps/tft/icons/augments/hexcore/hextech-crest.png
266,TFT6_Augment_FuturePeepers2,[],[],Know who you will fight next. Gain a Radiant Zephyr.,{},,ASSETS/Maps/TFT/Icons/Augments/Hexcore/Future-Sight-III.png,,[],Future Sight II,FALSE,assets/maps/tft/icons/augments/hexcore/future-sight-iii.png
267,TFT6_Augment_CyberneticShell3,[],[],Your champions holding an item gain @Health@ Health and @Resists@ Armor.,"{'Health': 200.0, 'Resists': 60.0}",,ASSETS/Maps/TFT/Icons/Augments/Hexcore/Cybernetic-Shell-III.png,,[],Cybernetic Shell III,FALSE,assets/maps/tft/icons/augments/hexcore/cybernetic-shell-iii.png
268,TFT6_Augment_CyberneticShell2,[],[],Your champions holding an item gain @Health@ Health and @Resists@ Armor.,"{'Health': 120.0, 'Resists': 40.0}",,ASSETS/Maps/TFT/Icons/Augments/Hexcore/Cybernetic-Shell-II.png,,[],Cybernetic Shell II,FALSE,assets/maps/tft/icons/augments/hexcore/cybernetic-shell-ii.png
269,TFT6_Augment_CyberneticShell1,[],[],Your champions holding an item gain @Health@ Health and @Resists@ Armor.,"{'Health': 80.0, 'Resists': 30.0}",,ASSETS/Maps/TFT/Icons/Augments/Hexcore/Cybernetic-Shell-I.png,,[],Cybernetic Shell I,FALSE,assets/maps/tft/icons/augments/hexcore/cybernetic-shell-i.png
270,TFT6_Augment_EnchanterInfinityCane,['Set6_Enchanter'],[],TFT6_Augment_InfinityCane_Description,{'{dbb90075}': 0.5},,ASSETS/Maps/Particles/TFT/Item_Icons/Augments/TFT6_Augment_EnchanterInfinityCane.png,,[],TFT6_Augment_InfinityCane_Name,FALSE,assets/maps/particles/tft/item_icons/augments/tft6_augment_enchanterinfinitycane.png
271,TFT6_Augment_ArcanistTrait,['Set6_Arcanist'],[],Your team counts as having 1 additional Arcanist. Gain a Swain.,{},,ASSETS/Maps/TFT/Icons/Augments/Hexcore/ArcanistHeart1.png,,[],Arcanist Heart,FALSE,assets/maps/tft/icons/augments/hexcore/arcanistheart1.png
272,TFT6_Augment_ClearMind,[],[],"If you have no champions on your bench at the end of a player combat round, gain @XP@ experience points.",{'{516374d5}': 3.0},,ASSETS/Maps/TFT/Icons/Augments/Hexcore/ClearMind2.png,,[],Clear Mind,FALSE,assets/maps/tft/icons/augments/hexcore/clearmind2.png
273,TFT6_Augment_ImperialEmblem,['Set6_Imperial'],[],Gain an Imperial Emblem and a Swain.,{},,ASSETS/Maps/TFT/Icons/Augments/Hexcore/ImperialEmblem2.png,,[],Imperial Crest,FALSE,assets/maps/tft/icons/augments/hexcore/imperialemblem2.png
274,TFT8_AdminCause_OnCast,[],[],tft_item_description_TFT8_AdminCause_OnCast,"{'AoEDamage': 150.0, 'HealAmount': 300.0, 'ShieldDuration': 4.0, '{00ac4fc9}': 18.0, '{2d7e43a8}': 20.0, '{2dd33743}': 33.0, '{3b96bc78}': 200.0, '{3ba78496}': 25.0, '{5d8ecbba}': 25.0, '{9a186b7d}': 'null', '{9dc86ba9}': 20.0, '{c16da2b4}': 25.0}",,ASSETS/Maps/TFT/Icons/Augments/Hexcore/InnovatorSoul1.png,,[],tft_item_name_TFT8_AdminCause_OnCast,FALSE,assets/maps/tft/icons/augments/hexcore/innovatorsoul1.png
275,TFT8_AdminCauseEffect_CombatStart_Mana,[],[],,{},,ASSETS/Maps/TFT/Icons/Augments/ChoiceUI/ADMIN_Armorery_Icon.TFT_Set8.png,,[],Combat start: A.D.M.I.N.s gain @TFTUnitProperty.item:TFT8_Admin_ManaGained@ Mana,FALSE,assets/maps/tft/icons/augments/choiceui/admin_armorery_icon.tft_set8.png
276,TFT8_AdminEffect_Mana,[],[],,{},,ASSETS/Maps/TFT/Icons/Augments/ChoiceUI/ADMIN_Armorery_Icon.TFT_Set8.png,,[],gain @TFTUnitProperty.item:TFT8_Admin_ManaGained@ Mana,FALSE,assets/maps/tft/icons/augments/choiceui/admin_armorery_icon.tft_set8.png
277,TFT8_AdminCauseEffect_AllyDeath_GainAP,[],[],,{},,ASSETS/Maps/TFT/Icons/Augments/ChoiceUI/ADMIN_Armorery_Icon.TFT_Set8.png,,[],"On ally death, A.D.M.I.N.s gain @TFTUnitProperty.item:TFT8_Admin_APGained@ Ability Power",FALSE,assets/maps/tft/icons/augments/choiceui/admin_armorery_icon.tft_set8.png
278,TFT8_AdminCauseEffect_AllyDeath_PermanentHealth,[],[],,{},,ASSETS/Maps/TFT/Icons/Augments/ChoiceUI/ADMIN_Armorery_Icon.TFT_Set8.png,,[],"On ally death, A.D.M.I.N.s gain @TFTUnitProperty.item:TFT8_Admin_PermanentHealthPerActivation@ permanent maximum Health",FALSE,assets/maps/tft/icons/augments/choiceui/admin_armorery_icon.tft_set8.png
279,TFT8_AdminCauseEffect_AllyDeath_GainAD,[],[],,{},,ASSETS/Maps/TFT/Icons/Augments/ChoiceUI/ADMIN_Armorery_Icon.TFT_Set8.png,,[],"On ally death, A.D.M.I.N.s gain @TFTUnitProperty.item:TFT8_Admin_ADGained@% Attack Damage",FALSE,assets/maps/tft/icons/augments/choiceui/admin_armorery_icon.tft_set8.png
280,TFT8_AdminCauseEffect_CombatStart_Shield,[],[],,{},,ASSETS/Maps/TFT/Icons/Augments/ChoiceUI/ADMIN_Armorery_Icon.TFT_Set8.png,,[],Combat start: A.D.M.I.N.s gain a @TFTUnitProperty.item:TFT8_Admin_ShieldAmount@% Health shield,FALSE,assets/maps/tft/icons/augments/choiceui/admin_armorery_icon.tft_set8.png
281,TFT8_AdminCauseEffect_HealthThreshold_Heal,[],[],,{},,ASSETS/Maps/TFT/Icons/Augments/ChoiceUI/ADMIN_Armorery_Icon.TFT_Set8.png,,[],"At @TFTUnitProperty.item:TFT8_Admin_HealthThreshold@% Health, A.D.M.I.N.s heal @TFTUnitProperty.item:TFT8_Admin_HealAmount@ Health",FALSE,assets/maps/tft/icons/augments/choiceui/admin_armorery_icon.tft_set8.png
282,TFT8_AdminCauseEffect_AllyDeath_Heal,[],[],,{},,ASSETS/Maps/TFT/Icons/Augments/ChoiceUI/ADMIN_Armorery_Icon.TFT_Set8.png,,[],"On ally death, A.D.M.I.N.s heal @TFTUnitProperty.item:TFT8_Admin_HealAmount@ Health",FALSE,assets/maps/tft/icons/augments/choiceui/admin_armorery_icon.tft_set8.png
283,TFT8_AdminCauseEffect_AllyDeath_AttackSpeed,[],[],,{},,ASSETS/Maps/TFT/Icons/Augments/ChoiceUI/ADMIN_Armorery_Icon.TFT_Set8.png,,[],"On ally death, A.D.M.I.N.s gain @TFTUnitProperty.item:TFT8_Admin_ASAmount@% Attack Speed",FALSE,assets/maps/tft/icons/augments/choiceui/admin_armorery_icon.tft_set8.png
284,TFT8_AdminCauseEffect_EveryXSecsTeam_AttackSpeed,[],[],,{},,ASSETS/Maps/TFT/Icons/Augments/ChoiceUI/ADMIN_Armorery_Icon.TFT_Set8.png,,[],"Every 5 seconds, your team gains @TFTUnitProperty.item:TFT8_Admin_ASAmount@% Attack Speed",FALSE,assets/maps/tft/icons/augments/choiceui/admin_armorery_icon.tft_set8.png
285,TFT8_AdminCauseEffect_EveryXSeconds_GainAD,[],[],,{},,ASSETS/Maps/TFT/Icons/Augments/ChoiceUI/ADMIN_Armorery_Icon.TFT_Set8.png,,[],"Every 5 seconds, A.D.M.I.N.s gain @TFTUnitProperty.item:TFT8_Admin_ADGained@% Attack Damage",FALSE,assets/maps/tft/icons/augments/choiceui/admin_armorery_icon.tft_set8.png
286,TFT8_AdminCauseEffect_EveryXSecsTeam_PermHP,[],[],,{},,ASSETS/Maps/TFT/Icons/Augments/ChoiceUI/ADMIN_Armorery_Icon.TFT_Set8.png,,[],"Every 5 seconds, your team gains @TFTUnitProperty.item:TFT8_Admin_PermanentHealthPerActivation@ permanent maximum Health",FALSE,assets/maps/tft/icons/augments/choiceui/admin_armorery_icon.tft_set8.png
287,TFT8_AdminEffect_Shield,[],[],,{},,ASSETS/Maps/TFT/Icons/Augments/ChoiceUI/ADMIN_Armorery_Icon.TFT_Set8.png,,[],gain a @TFTUnitProperty.item:TFT8_Admin_ShieldAmount@ % Health shield,FALSE,assets/maps/tft/icons/augments/choiceui/admin_armorery_icon.tft_set8.png
288,TFT8_AdminCauseEffect_CombatStartTeam_GainAD,[],[],,{},,ASSETS/Maps/TFT/Icons/Augments/ChoiceUI/ADMIN_Armorery_Icon.TFT_Set8.png,,[],Combat start: your team gains @TFTUnitProperty.item:TFT8_Admin_ADGained@% Attack Damage,FALSE,assets/maps/tft/icons/augments/choiceui/admin_armorery_icon.tft_set8.png
289,TFT8_AdminCauseEffect_EveryXAttacks_Shield,[],[],,{},,ASSETS/Maps/TFT/Icons/Augments/ChoiceUI/ADMIN_Armorery_Icon.TFT_Set8.png,,[],"Every 3 attacks, gain a @TFTUnitProperty.item:TFT8_Admin_ShieldAmount@% Health shield",FALSE,assets/maps/tft/icons/augments/choiceui/admin_armorery_icon.tft_set8.png
290,TFT8_AdminCauseEffect_EveryXSeconds_AttackSpeed,[],[],,{},,ASSETS/Maps/TFT/Icons/Augments/ChoiceUI/ADMIN_Armorery_Icon.TFT_Set8.png,,[],"Every 5 seconds, A.D.M.I.N.s gain @TFTUnitProperty.item:TFT8_Admin_ASAmount@% Attack Speed",FALSE,assets/maps/tft/icons/augments/choiceui/admin_armorery_icon.tft_set8.png
291,TFT8_AdminCauseEffect_EveryXSeconds_GainAP,[],[],,{},,ASSETS/Maps/TFT/Icons/Augments/ChoiceUI/ADMIN_Armorery_Icon.TFT_Set8.png,,[],"Every 5 seconds, A.D.M.I.N.s gain @TFTUnitProperty.item:TFT8_Admin_APGained@ Ability Power",FALSE,assets/maps/tft/icons/augments/choiceui/admin_armorery_icon.tft_set8.png
292,TFT8_AdminCause_AllyDeath,[],[],tft_item_description_TFT8_AdminCause_OtherAdminDeath,"{'AoEDamage': 400.0, 'HealAmount': 250.0, 'ShieldDuration': 10.0, '{00ac4fc9}': 12.0, '{2d7e43a8}': 15.0, '{2dd33743}': 20.0, '{3b96bc78}': 60.0, '{3ba78496}': 18.0, '{5d8ecbba}': 18.0, '{9a186b7d}': 'null', '{9dc86ba9}': 30.0, '{c16da2b4}': 18.0}",,ASSETS/Maps/TFT/Icons/Augments/Hexcore/InnovatorSoul1.png,,[],tft_item_name_TFT8_AdminCause_OtherAdminDeath,FALSE,assets/maps/tft/icons/augments/hexcore/innovatorsoul1.png
293,TFT8_AdminCauseEffect_CombatStartTeam_GainAP,[],[],,{},,ASSETS/Maps/TFT/Icons/Augments/ChoiceUI/ADMIN_Armorery_Icon.TFT_Set8.png,,[],Combat start: your team gains @TFTUnitProperty.item:TFT8_Admin_APGained@ Ability Power,FALSE,assets/maps/tft/icons/augments/choiceui/admin_armorery_icon.tft_set8.png
294,TFT8_AdminCauseEffect_EveryXSecsTeam_Heal,[],[],,{},,ASSETS/Maps/TFT/Icons/Augments/ChoiceUI/ADMIN_Armorery_Icon.TFT_Set8.png,,[],"Every 5 seconds, your team heals @TFTUnitProperty.item:TFT8_Admin_HealAmount@ Health",FALSE,assets/maps/tft/icons/augments/choiceui/admin_armorery_icon.tft_set8.png
295,TFT8_AdminCause_EveryXAttacks,[],[],tft_item_description_TFT8_AdminCause_Every3Attacks,"{'AoEDamage': 75.0, 'HealAmount': 120.0, 'NumAttacks': 3.0, 'ShieldDuration': 4.0, '{00ac4fc9}': 2.0, '{2d7e43a8}': 10.0, '{2dd33743}': 20.0, '{3b96bc78}': 3.0, '{3ba78496}': 15.0, '{5d8ecbba}': 10.0, '{9a186b7d}': 'null', '{9dc86ba9}': 10.0, '{c16da2b4}': 40.0}",,ASSETS/Maps/TFT/Icons/Augments/Hexcore/InnovatorSoul1.png,,[],tft_item_name_TFT8_AdminCause_Every3Attacks,FALSE,assets/maps/tft/icons/augments/hexcore/innovatorsoul1.png
296,TFT8_AdminCauseEffect_HealthThreshold_Mana,[],[],,{},,ASSETS/Maps/TFT/Icons/Augments/ChoiceUI/ADMIN_Armorery_Icon.TFT_Set8.png,,[],"At @TFTUnitProperty.item:TFT8_Admin_HealthThreshold@% Health, A.D.M.I.N.s gain @TFTUnitProperty.item:TFT8_Admin_ManaGained@ Mana",FALSE,assets/maps/tft/icons/augments/choiceui/admin_armorery_icon.tft_set8.png
297,TFT8_AdminCauseEffect_AllyDeath_GainMana,[],[],,{},,ASSETS/Maps/TFT/Icons/Augments/ChoiceUI/ADMIN_Armorery_Icon.TFT_Set8.png,,[],"On ally death, A.D.M.I.N.s gain @TFTUnitProperty.trait:TFT8_Admin_ManaGained@ Mana",FALSE,assets/maps/tft/icons/augments/choiceui/admin_armorery_icon.tft_set8.png
298,TFT8_AdminCauseEffect_OnKill_AttackSpeed,[],[],,{},,ASSETS/Maps/TFT/Icons/Augments/ChoiceUI/ADMIN_Armorery_Icon.TFT_Set8.png,,[],"On kill, the killer gains @TFTUnitProperty.item:TFT8_Admin_ASAmount@% Attack Speed",FALSE,assets/maps/tft/icons/augments/choiceui/admin_armorery_icon.tft_set8.png
299,TFT8_AdminCauseEffect_EveryXSecsTeam_GainAD,[],[],,{},,ASSETS/Maps/TFT/Icons/Augments/ChoiceUI/ADMIN_Armorery_Icon.TFT_Set8.png,,[],"Every 5 seconds, your team gains @TFTUnitProperty.item:TFT8_Admin_ADGained@% Attack Damage",FALSE,assets/maps/tft/icons/augments/choiceui/admin_armorery_icon.tft_set8.png
300,TFT8_AdminEffect_Gold,[],[],,{},,ASSETS/Maps/TFT/Icons/Augments/ChoiceUI/ADMIN_Armorery_Icon.TFT_Set8.png,,[],@TFTUnitProperty.item:TFT8_Admin_GoldChance@% chance to drop gold,FALSE,assets/maps/tft/icons/augments/choiceui/admin_armorery_icon.tft_set8.png
301,TFT8_AdminCauseEffect_HealthThreshold_GainAD,[],[],,{},,ASSETS/Maps/TFT/Icons/Augments/ChoiceUI/ADMIN_Armorery_Icon.TFT_Set8.png,,[],"At @TFTUnitProperty.item:TFT8_Admin_HealthThreshold@% Health, A.D.M.I.N.s gain @TFTUnitProperty.item:TFT8_Admin_ADGained@% Attack Damage",FALSE,assets/maps/tft/icons/augments/choiceui/admin_armorery_icon.tft_set8.png
302,TFT8_AdminCauseEffect_EveryXSecsTeam_GainAP,[],[],,{},,ASSETS/Maps/TFT/Icons/Augments/ChoiceUI/ADMIN_Armorery_Icon.TFT_Set8.png,,[],"Every 5 seconds, your team gains @TFTUnitProperty.item:TFT8_Admin_APGained@ Ability Power",FALSE,assets/maps/tft/icons/augments/choiceui/admin_armorery_icon.tft_set8.png
303,TFT8_AdminCauseEffect_EveryXAttacks_PermanentHealth,[],[],,{},,ASSETS/Maps/TFT/Icons/Augments/ChoiceUI/ADMIN_Armorery_Icon.TFT_Set8.png,,[],"Every 3 attacks, gain @TFTUnitProperty.item:TFT8_Admin_PermanentHealthPerActivation@ permanent maximum Health",FALSE,assets/maps/tft/icons/augments/choiceui/admin_armorery_icon.tft_set8.png
304,TFT8_AdminCauseEffect_HealthThreshold_GainAP,[],[],,{},,ASSETS/Maps/TFT/Icons/Augments/ChoiceUI/ADMIN_Armorery_Icon.TFT_Set8.png,,[],"At @TFTUnitProperty.item:TFT8_Admin_HealthThreshold@% Health, A.D.M.I.N.s gain @TFTUnitProperty.item:TFT8_Admin_APGained@ Ability Power",FALSE,assets/maps/tft/icons/augments/choiceui/admin_armorery_icon.tft_set8.png
305,TFT8_AdminCauseEffect_OnCast_AttackSpeed,[],[],,{},,ASSETS/Maps/TFT/Icons/Augments/ChoiceUI/ADMIN_Armorery_Icon.TFT_Set8.png,,[],"On Ability cast, A.D.M.I.N.s gain @TFTUnitProperty.item:TFT8_Admin_ASAmount@% Attack Speed",FALSE,assets/maps/tft/icons/augments/choiceui/admin_armorery_icon.tft_set8.png
306,TFT8_AdminCauseEffect_CombatStart_GainAP,[],[],,{},,ASSETS/Maps/TFT/Icons/Augments/ChoiceUI/ADMIN_Armorery_Icon.TFT_Set8.png,,[],Combat start: A.D.M.I.N.s gain @TFTUnitProperty.item:TFT8_Admin_APGained@ Ability Power,FALSE,assets/maps/tft/icons/augments/choiceui/admin_armorery_icon.tft_set8.png
307,TFT8_AdminCauseEffect_EveryXAttacks_GainAP,[],[],,{},,ASSETS/Maps/TFT/Icons/Augments/ChoiceUI/ADMIN_Armorery_Icon.TFT_Set8.png,,[],"Every 3 attacks, gain @TFTUnitProperty.item:TFT8_Admin_APGained@ Ability Power",FALSE,assets/maps/tft/icons/augments/choiceui/admin_armorery_icon.tft_set8.png
308,TFT8_AdminCauseEffect_HealthThreshold_PermanentHealth,[],[],,{},,ASSETS/Maps/TFT/Icons/Augments/ChoiceUI/ADMIN_Armorery_Icon.TFT_Set8.png,,[],"At @TFTUnitProperty.item:TFT8_Admin_HealthThreshold@% Health, A.D.M.I.N.s gain @TFTUnitProperty.item:TFT8_Admin_PermanentHealthPerActivation@ permanent maximum Health",FALSE,assets/maps/tft/icons/augments/choiceui/admin_armorery_icon.tft_set8.png
309,TFT8_AdminCauseEffect_CombatStartTeam_Shield,[],[],,{},,ASSETS/Maps/TFT/Icons/Augments/ChoiceUI/ADMIN_Armorery_Icon.TFT_Set8.png,,[],Combat start: your team gains a @TFTUnitProperty.item:TFT8_Admin_ShieldAmount@% Health shield,FALSE,assets/maps/tft/icons/augments/choiceui/admin_armorery_icon.tft_set8.png
310,TFT8_AdminCause_EveryXSecondsTeam,[],[],tft_item_description_TFT8_AdminCause_CombatStart,"{'AoEDamage': 200.0, 'HealAmount': 200.0, 'ShieldDuration': 15.0, '{00ac4fc9}': 7.0, '{2d7e43a8}': 20.0, '{2dd33743}': 15.0, '{3b96bc78}': 200.0, '{3ba78496}': 12.0, '{5d8ecbba}': 12.0, '{9a186b7d}': 'null', '{9dc86ba9}': 35.0, '{c16da2b4}': 12.0}",,ASSETS/Maps/TFT/Icons/Augments/Hexcore/InnovatorSoul1.png,,[],Combat Start: ,FALSE,assets/maps/tft/icons/augments/hexcore/innovatorsoul1.png
311,TFT8_AdminCauseEffect_CombatStart_GainAD,[],[],,{},,ASSETS/Maps/TFT/Icons/Augments/ChoiceUI/ADMIN_Armorery_Icon.TFT_Set8.png,,[],Combat start: A.D.M.I.N.s gain @TFTUnitProperty.item:TFT8_Admin_ADGained@% Attack Damage,FALSE,assets/maps/tft/icons/augments/choiceui/admin_armorery_icon.tft_set8.png
312,TFT8_AdminCauseEffect_EveryXAttacks_GainAD,[],[],,{},,ASSETS/Maps/TFT/Icons/Augments/ChoiceUI/ADMIN_Armorery_Icon.TFT_Set8.png,,[],"Every 3 attacks, gain @TFTUnitProperty.item:TFT8_Admin_ADGained@% Attack Damage",FALSE,assets/maps/tft/icons/augments/choiceui/admin_armorery_icon.tft_set8.png
313,TFT8_AdminCauseEffect_OnCast_Mana,[],[],,{},,ASSETS/Maps/TFT/Icons/Augments/ChoiceUI/ADMIN_Armorery_Icon.TFT_Set8.png,,[],"On Ability cast, A.D.M.I.N.s gain @TFTUnitProperty.item:TFT8_Admin_ManaGained@ Mana",FALSE,assets/maps/tft/icons/augments/choiceui/admin_armorery_icon.tft_set8.png
314,TFT8_AdminCauseEffect_EveryXSeconds_Mana,[],[],,{},,ASSETS/Maps/TFT/Icons/Augments/ChoiceUI/ADMIN_Armorery_Icon.TFT_Set8.png,,[],"Every 5 seconds, A.D.M.I.N.s gain @TFTUnitProperty.item:TFT8_Admin_ManaGained@ Mana",FALSE,assets/maps/tft/icons/augments/choiceui/admin_armorery_icon.tft_set8.png
315,TFT8_AdminCauseEffect_OnKill_Mana,[],[],,{},,ASSETS/Maps/TFT/Icons/Augments/ChoiceUI/ADMIN_Armorery_Icon.TFT_Set8.png,,[],"On kill, the killer gains @TFTUnitProperty.item:TFT8_Admin_ManaGained@ Mana",FALSE,assets/maps/tft/icons/augments/choiceui/admin_armorery_icon.tft_set8.png
316,TFT8_AdminEffect_PermanentHealth,[],[],,{},,ASSETS/Maps/TFT/Icons/Augments/ChoiceUI/ADMIN_Armorery_Icon.TFT_Set8.png,,[],gain @TFTUnitProperty.item:TFT8_Admin_PermanentHealthPerActivation@ permanent maximum Health,FALSE,assets/maps/tft/icons/augments/choiceui/admin_armorery_icon.tft_set8.png
