ability,apiName,cost,icon,name,stats,traits
"{'desc': ""Kayle's next @AttackCount@ attacks deal <scaleAD>@ModifiedPercentDamage@</scaleAD> physical damage (@PercentAttackDamage*100@% Attack Damage %i:scaleAD%) to her target, and @ModifiedBonusDamage@ magic damage to enemies within 1 hex of the target."", 'icon': 'ASSETS/Characters/Kayle/HUD/Icons2D/Kayle_E2.dds', 'name': 'Starfire Spellblade', 'variables': [{'name': 'PercentAttackDamage', 'value': [1.5499999523162842, 1.5499999523162842, 1.5499999523162842, 1.5499999523162842, 1.5499999523162842, 1.5499999523162842, 1.5499999523162842]}, {'name': 'Damage', 'value': [0.0, 25.0, 35.0, 50.0, 0.0, 0.0, 0.0]}, {'name': 'AttackCount', 'value': [3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]}]}",TFT8_Kayle,1,ASSETS/UX/TFT/ChampionSplashes/TFT8_Kayle.TFT_Set8.dds,Kayle,"{'armor': 15.0, 'attackSpeed': 0.6499999761581421, 'critChance': 0.25, 'critMultiplier': 1.399999976158142, 'damage': 55.0, 'hp': 500.0, 'initialMana': 0, 'magicResist': 15.0, 'mana': 30.0, 'range': 4.0}","['Underground', 'Duelist']"
"{'desc': 'Vi grants herself a @ModifiedShieldAmount@ Health shield for @ShieldDuration@ seconds. Then she deals <scaleAD>@TotalDamage@</scaleAD> physical damage to nearby enemies (@ADPercent*100@% Attack Damage %i:scaleAD%) and @ArmorShredPercent*100@% <TFTKeyword>Sunders</TFTKeyword> them for @ArmorShredDuration@ seconds. <br><br><tftitemrules><tftbold>Sunder</tftbold>: reduce Armor</tftitemrules><br>', 'icon': 'ASSETS/Characters/Vi/HUD/Icons2D/ViW.dds', 'name': 'Blast Shield', 'variables': [{'name': 'ShieldAmount', 'value': [0.0, 270.0, 330.0, 400.0, 0.0, 0.0, 0.0]}, {'name': 'ShieldDuration', 'value': [4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]}, {'name': 'ArmorShredPercent', 'value': [0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]}, {'name': 'ArmorShredDuration', 'value': [4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]}, {'name': 'ADPercent', 'value': [2.5, 2.5, 2.5, 2.5, 2.5, 2.5, 2.5]}]}",TFT8_Vi,2,ASSETS/UX/TFT/ChampionSplashes/TFT8_Vi.TFT_Set8.dds,Vi,"{'armor': 45.0, 'attackSpeed': 0.6000000238418579, 'critChance': 0.25, 'critMultiplier': 1.399999976158142, 'damage': 50.0, 'hp': 700.0, 'initialMana': 0, 'magicResist': 45.0, 'mana': 80.0, 'range': 1.0}","['Underground', 'Brawler', 'Aegis']"
"{'desc': 'Samira rapidly fires bullets that deal a total of <scaleAD>@TotalDamage@</scaleAD> physical damage (@DamagePercent*100@% Attack Damage %i:scaleAD% + @ModifiedBonusDamage@). Bullets ricochet to nearby enemies for @ReducedDamagePercent*100@% less damage.', 'icon': 'ASSETS/Characters/Samira/HUD/Icons2D/SamiraP.dds', 'name': 'Flair', 'variables': [{'name': 'DamagePercent', 'value': [1.2000000476837158, 4.599999904632568, 4.599999904632568, 12.0, 1.2000000476837158, 1.2000000476837158, 1.2000000476837158]}, {'name': 'Damage', 'value': [0.0, 66.0, 99.0, 366.0, 0.0, 0.0, 0.0]}, {'name': 'Duration', 'value': [1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5]}, {'name': 'ReducedDamagePercent', 'value': [0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]}, {'name': 'SimulateLaunchAttackNum', 'value': [4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]}]}",TFT8_Samira,4,ASSETS/UX/TFT/ChampionSplashes/TFT8_Samira.TFT_Set8.dds,Samira,"{'armor': 30.0, 'attackSpeed': 0.75, 'critChance': 0.25, 'critMultiplier': 1.399999976158142, 'damage': 70.0, 'hp': 700.0, 'initialMana': 0, 'magicResist': 30.0, 'mana': 75.0, 'range': 4.0}","['Underground', 'Sureshot', 'Ace']"
"{'desc': 'Sona fires @NumSignals@ beams that cycle between 3 phases:<br><br>1: Deal @ModifiedQDamage@ magic damage to the nearest enemies<br>2: Heal the lowest Health allies for @ModifiedWHeal@ Health<br>3: Deal @ModifiedEDamage@ magic damage to the nearest enemies and <TFTKeyword>Stun</TFTKeyword> them for @StunDuration@ seconds<br><br><tftitemrules><tftbold>Stun</tftbold>: cannot move, attack, or cast Abilities</tftitemrules>', 'icon': 'ASSETS/Characters/TFT8_Sona/HUD/Icons2D/TFT8_Sona_EyeOfTheStorm.TFT_Set8.dds', 'name': 'Crescendo Sequence', 'variables': [{'name': 'QDamage', 'value': [0.0, 190.0, 285.0, 470.0, 0.0, 0.0, 0.0]}, {'name': 'Heal', 'value': [0.0, 200.0, 250.0, 325.0, 0.0, 0.0, 0.0]}, {'name': 'EDamage', 'value': [3.0, 120.0, 180.0, 300.0, 3.0, 3.0, 3.0]}, {'name': 'StunDuration', 'value': [1.5, 1.5, 1.5, 1.5, 1.5, 1.5, 1.5]}, {'name': 'NumSignals', 'value': [2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]}]}",TFT8_Sona,3,ASSETS/UX/TFT/ChampionSplashes/TFT8_Sona.TFT_Set8.dds,Sona,"{'armor': 25.0, 'attackSpeed': 0.699999988079071, 'critChance': 0.25, 'critMultiplier': 1.399999976158142, 'damage': 40.0, 'hp': 650.0, 'initialMana': 0, 'magicResist': 25.0, 'mana': 40.0, 'range': 4.0}","['Underground', 'Spellslinger', 'Heart']"
"{'desc': 'Lulu fires a magic bolt at her target, dealing @ModifiedDamage@ magic damage to the first enemy hit and @SecondaryModifiedDamage@ to other enemies behind.', 'icon': 'ASSETS/Characters/Lulu/HUD/Icons2D/Lulu_CommandPix.dds', 'name': 'Glitterlance', 'variables': [{'name': 'Damage', 'value': [0.0, 270.0, 405.0, 605.0, 0.0, 0.0, 0.0]}, {'name': 'SecondaryDamage', 'value': [0.0, 135.0, 205.0, 305.0, 0.0, 0.0, 0.0]}]}",TFT8_Lulu,1,ASSETS/UX/TFT/ChampionSplashes/TFT8_Lulu.TFT_Set8.dds,Lulu,"{'armor': 15.0, 'attackSpeed': 0.699999988079071, 'critChance': 0.25, 'critMultiplier': 1.399999976158142, 'damage': 30.0, 'hp': 500.0, 'initialMana': 0, 'magicResist': 15.0, 'mana': 50.0, 'range': 4.0}","['Gadgeteen', 'Heart']"
"{'desc': 'Passive: Nunu and Willump roll a ball around the arena towards the furthest enemy. The ball deals @ModifiedDamage@ magic damage to all enemies it passes through. When they reach their target, they will find a new destination. Nunu and Willump gain @ManaPerSecond@ Mana per second.<br><br>Active: Nunu and Willump grow the ball, increasing their movement speed, the size of the ball, and the amount of damage by @IncreasedDamagePercent*100@%.', 'icon': 'ASSETS/Characters/Nunu/HUD/Icons2D/NunuW1.dds', 'name': 'Biggest Roboball Ever!', 'variables': [{'name': 'Damage', 'value': [0.0, 120.0, 180.0, 2000.0, 160.0, 200.0, 240.0]}, {'name': 'IncreasedDamagePercent', 'value': [0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645]}, {'name': 'SnowballICD', 'value': [2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]}, {'name': 'NunuIncreasedSpeed', 'value': [100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]}, {'name': 'SnowballRadiusIncrease', 'value': [35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0]}, {'name': 'ManaPerSecond', 'value': [15.0, 30.0, 30.0, 90.0, 15.0, 15.0, 15.0]}, {'name': 'MSPerAS', 'value': [150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0]}]}",TFT8_Nunu,5,ASSETS/UX/TFT/ChampionSplashes/TFT8_Nunu.TFT_Set8.dds,Nunu & Willump,"{'armor': 60.0, 'attackSpeed': 0.20000000298023224, 'critChance': 0.25, 'critMultiplier': 1.399999976158142, 'damage': 0.0, 'hp': 1337.0, 'initialMana': 0, 'magicResist': 60.0, 'mana': 90.0, 'range': 1.0}","['Gadgeteen', 'Mascot']"
"{'desc': 'Blitzcrank creates an empowered field around himself, reducing all damage taken by <scaleAP>@ModifiedDR@</scaleAP> for @Duration@ seconds.', 'icon': 'ASSETS/Characters/Blitzcrank/HUD/Icons2D/Blitzcrank_ManaBarrier.dds', 'name': 'Static Defenses', 'variables': [{'name': 'Duration', 'value': [4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]}, {'name': 'DRReductionPercent', 'value': [0.0, 0.550000011920929, 0.6000000238418579, 0.6499999761581421, 0.0, 0.0, 0.0]}]}",TFT8_Blitzcrank,1,ASSETS/UX/TFT/ChampionSplashes/TFT8_Blitzcrank.TFT_Set8.dds,Blitzcrank,"{'armor': 45.0, 'attackSpeed': 0.5, 'critChance': 0.25, 'critMultiplier': 1.399999976158142, 'damage': 65.0, 'hp': 650.0, 'initialMana': 40.0, 'magicResist': 45.0, 'mana': 80.0, 'range': 1.0}","['A.D.M.I.N.', 'Brawler']"
"{'desc': 'Camille sweeps with her leg, dealing <scaleAD>@TotalDamage@</scaleAD> physical damage (@PercentAD*100@% Attack Damage %i:scaleAD% + @ModifiedBonusDamage@) and <TFTKeyword>Disarming</TFTKeyword> enemies hit for @DisarmDuration@ seconds.<br><br><tftitemrules><tftbold>Disarm</tftbold>: target cannot move or attack</tftitemrules>', 'icon': 'ASSETS/Characters/Camille/HUD/Icons2D/Camille_E2.dds', 'name': 'Tactical Sweep', 'variables': [{'name': 'PercentAD', 'value': [0.0, 2.0999999046325684, 2.0999999046325684, 2.0999999046325684, 160.0, 200.0, 240.0]}, {'name': 'BonusDamage', 'value': [0.0, 60.0, 75.0, 100.0, 0.0, 0.0, 0.0]}, {'name': 'DisarmDuration', 'value': [0.0, 1.5, 1.600000023841858, 1.75, 0.0, 0.0, 0.0]}, {'name': 'PercentAS', 'value': [50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]}, {'name': 'HexRadius', 'value': [2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]}]}",TFT8_Camille,2,ASSETS/UX/TFT/ChampionSplashes/TFT8_Camille.TFT_Set8.dds,Camille,"{'armor': 45.0, 'attackSpeed': 0.75, 'critChance': 0.25, 'critMultiplier': 1.399999976158142, 'damage': 65.0, 'hp': 750.0, 'initialMana': 0, 'magicResist': 45.0, 'mana': 70.0, 'range': 1.0}","['A.D.M.I.N.', 'Renegade']"
"{'desc': 'Gangplank sheds crowd control effects, then fires a flaming bullet at his target. It deals @ModifiedDamage@ magic damage and @HealingReductionPct@% <TFTKeyword>Wounds</TFTKeyword> the enemy for @Duration@ seconds.<br><br><tftitemrules><tftbold>Wound</tftbold>: reduces healing received</tftitemrules>', 'icon': 'ASSETS/Characters/Gangplank/HUD/Icons2D/Gangplank_Q.dds', 'name': 'Trial by Fire', 'variables': [{'name': 'Damage', 'value': [0.0, 210.0, 315.0, 475.0, 160.0, 200.0, 240.0]}, {'name': 'Duration', 'value': [8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0]}, {'name': 'HealingReductionPct', 'value': [33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0]}]}",TFT8_Gangplank,1,ASSETS/UX/TFT/ChampionSplashes/TFT8_Gangplank.TFT_Set8.dds,Gangplank,"{'armor': 30.0, 'attackSpeed': 0.6499999761581421, 'critChance': 0.25, 'critMultiplier': 1.399999976158142, 'damage': 45.0, 'hp': 650.0, 'initialMana': 0, 'magicResist': 30.0, 'mana': 50.0, 'range': 1.0}","['Supers', 'Duelist']"
"{'desc': 'Lee Sin dashes towards a nearby ally, shielding them and himself for @ModifiedShieldAmount@ Health for @Duration@ seconds. He then dashes back and deals <scaleAD>@TotalDamage@</scaleAD> physical damage (@ADPercent@% Attack Damage %i:scaleAD%) to his target.<br><br>If there are no nearby allies, he gains a @DoubledShieldAmount@ Health shield instead.', 'icon': 'ASSETS/Characters/LeeSin/HUD/Icons2D/BlindMonkWOne.dds', 'name': 'Safeguard', 'variables': [{'name': 'ShieldAmount', 'value': [0.0, 180.0, 220.0, 270.0, 160.0, 200.0, 240.0]}, {'name': 'ADPercent', 'value': [200.0, 275.0, 275.0, 280.0, 200.0, 200.0, 200.0]}, {'name': 'Duration', 'value': [4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]}]}",TFT8_LeeSin,2,ASSETS/UX/TFT/ChampionSplashes/TFT8_LeeSin.TFT_Set8.dds,Lee Sin,"{'armor': 50.0, 'attackSpeed': 0.6499999761581421, 'critChance': 0.25, 'critMultiplier': 1.399999976158142, 'damage': 60.0, 'hp': 700.0, 'initialMana': 0, 'magicResist': 50.0, 'mana': 70.0, 'range': 1.0}","['Supers', 'Heart', 'Brawler']"
"{'desc': 'Malphite slams the ground, dealing @ModifiedDamage@ magic damage to nearby enemies and granting himself @ArmorAmount@ Armor for @Duration@ seconds. ', 'icon': 'ASSETS/Characters/Malphite/HUD/Icons2D/Malphite_GroundSlam.dds', 'name': 'Ground Slam', 'variables': [{'name': 'ArmorAmount', 'value': [0.0, 100.0, 125.0, 150.0, 160.0, 200.0, 240.0]}, {'name': 'Damage', 'value': [0.0, 150.0, 225.0, 350.0, 0.0, 0.0, 0.0]}, {'name': 'Duration', 'value': [4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]}]}",TFT8_Malphite,2,ASSETS/UX/TFT/ChampionSplashes/TFT8_Malphite.TFT_Set8.dds,Malphite,"{'armor': 45.0, 'attackSpeed': 0.5, 'critChance': 0.25, 'critMultiplier': 1.399999976158142, 'damage': 60.0, 'hp': 800.0, 'initialMana': 40.0, 'magicResist': 45.0, 'mana': 80.0, 'range': 1.0}","['Supers', 'Mascot']"
"{'desc': ""Aurelion Sol calls down @NumMeteors@ meteors on random enemies. Meteors deal @ModifiedDamage@ magic damage, then @PercentBurn@% <TFTKeyword>Burn</TFTKeyword> and  @HealingReduction@% <TFTKeyword>Wound</TFTKeyword> enemies for @Duration@ seconds. <br><br><tftitemrules><tftbold>Burn</tftbold>: deals some of the target's maximum Health as true damage<br><tftbold>Wound</tftbold>: reduces healing received</tftitemrules>"", 'icon': 'ASSETS/Characters/Brand/HUD/Icons2D/BrandPillarOfFlame.dds', 'name': 'Meteor Shower', 'variables': [{'name': 'Damage', 'value': [0.0, 155.0, 230.0, 450.0, 3000.0, 3000.0, 3000.0]}, {'name': 'Duration', 'value': [10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]}, {'name': 'PercentBurn', 'value': [10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]}, {'name': 'NumMeteors', 'value': [0.0, 4.0, 4.0, 6.0, 0.0, 0.0, 0.0]}, {'name': 'HealingReduction', 'value': [33.0, 33.0, 33.0, 33.0, 33.0, 33.0, 33.0]}]}",TFT8_AurelionSol,4,ASSETS/UX/TFT/ChampionSplashes/TFT8_AurelionSol.TFT_Set8.dds,Aurelion Sol,"{'armor': 30.0, 'attackSpeed': 0.75, 'critChance': 0.25, 'critMultiplier': 1.399999976158142, 'damage': 40.0, 'hp': 850.0, 'initialMana': 30.0, 'magicResist': 30.0, 'mana': 90.0, 'range': 4.0}",['Threat']
"{'desc': 'Passive: +@PassiveArmor@ Armor<br> <br>Active: Rammus powers himself up and leaps to the largest group of nearby enemies, dealing <scaleArmor>@TotalDamage@</scaleArmor> magic damage (@PercentArmor*100@% Armor %i:scaleArmor% + @ModifiedBonusDamage@), knocking them up for @StunDuration@ seconds, and reducing their Attack Damage %i:scaleAD% by @ADreduction@% for @ADReductionDuration@ seconds.', 'icon': 'ASSETS/Characters/Rammus/HUD/Icons2D/Armordillo_RecklessCharge.dds', 'name': 'Sand Slam', 'variables': [{'name': 'ADReduction', 'value': [0.0, 40.0, 40.0, 40.0, 0.0, 0.0, 0.0]}, {'name': 'PercentArmor', 'value': [0.0, 1.5, 1.75, 2.049999952316284, 0.0, 0.0, 0.0]}, {'name': 'StunDuration', 'value': [1.25, 1.25, 1.25, 1.25, 1.25, 1.25, 1.25]}, {'name': 'ADReductionDuration', 'value': [4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]}, {'name': 'PassiveArmor', 'value': [50.0, 60.0, 90.0, 150.0, 50.0, 50.0, 50.0]}, {'name': 'BonusDamage', 'value': [25.0, 30.0, 50.0, 80.0, 125.0, 150.0, 175.0]}]}",TFT8_Rammus,3,ASSETS/UX/TFT/ChampionSplashes/TFT8_Rammus.TFT_Set8.dds,Rammus,"{'armor': 55.0, 'attackSpeed': 0.6499999761581421, 'critChance': 0.25, 'critMultiplier': 1.399999976158142, 'damage': 60.0, 'hp': 950.0, 'initialMana': 60.0, 'magicResist': 55.0, 'mana': 120.0, 'range': 1.0}",['Threat']
"{'desc': 'Zac bounces into the air and slams down, dealing @ModifiedDamage@ + @HPPercentDamage*100@% of his current Health as magic damage to nearby enemies. Then he heals @HPPercentHeal*100@% of his missing Health.', 'icon': 'ASSETS/Characters/Zac/HUD/Icons2D/ZacW.dds', 'name': 'Unstable Matter', 'variables': [{'name': 'Damage', 'value': [30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]}, {'name': 'HPPercentDamage', 'value': [0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]}, {'name': 'HPPercentHeal', 'value': [0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896, 0.30000001192092896]}]}",TFT8_Zac,11,ASSETS/UX/TFT/ChampionSplashes/TFT8_Zac.TFT_Set8.dds,Zac,"{'armor': 45.0, 'attackSpeed': 0.75, 'critChance': 0.25, 'critMultiplier': 1.399999976158142, 'damage': 40.0, 'hp': 450.0, 'initialMana': 0, 'magicResist': 45.0, 'mana': 100, 'range': 1.0}",[]
"{'desc': ""Passive: Urgot's claw fires @AttacksPerSecond@ attacks per second, each dealing @DamagePerShot@ (<scaleAD>@ADModified@</scaleAD>+<scaleAS>@ASModified@</scaleAS>) physical damage.<br><br>Active: Urgot summons a gigantic wave behind his enemies that deals @MaxHPPercent*100@% of their maximum Health as magic damage. The wave knocks enemies forward 1 hex, <TFTKeyword>Stuns</TFTKeyword> them for @StunDuration@ seconds, and has a <scaleAP>@ModifiedTreasureChance@</scaleAP> chance to dredge up treasure (gold and loot).<br><br><tftitemrules><tftbold>Stun</tftbold>: cannot move, attack, or cast Abilities</tftitemrules>"", 'icon': 'ASSETS/Characters/Nami/HUD/Icons2D/NamiR.dds', 'name': 'Undertow', 'variables': [{'name': 'MaxHPPercent', 'value': [0.0, 0.05000000074505806, 0.07999999821186066, 0.75, 160.0, 200.0, 240.0]}, {'name': 'StunDuration', 'value': [1.5, 1.0, 1.5, 5.0, 1.5, 1.5, 1.5]}, {'name': 'TreasureChance', 'value': [0.20000000298023224, 0.15000000596046448, 0.25, 1.0, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]}, {'name': 'TreasurePercentItem', 'value': [0.5, 0.15000000596046448, 0.25, 0.75, 0.5, 0.5, 0.5]}, {'name': 'WaveWidthHex', 'value': [0.0, 3.0, 3.0, 7.0, 0.0, 0.0, 0.0]}, {'name': 'MinGoldAmount', 'value': [3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]}, {'name': 'MaxGoldAmount', 'value': [3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]}, {'name': 'AttacksPerSecond', 'value': [5.0, 5.0, 5.0, 20.0, 0.0, 0.0, 0.0]}, {'name': 'ADRatio', 'value': [0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645, 0.4000000059604645]}, {'name': 'ASRatio', 'value': [0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224, 0.20000000298023224]}, {'name': 'NumShotsPerLaunchAttack', 'value': [5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]}]}",TFT8_Urgot,5,ASSETS/UX/TFT/ChampionSplashes/TFT8_Urgot.TFT_Set8.dds,Urgot,"{'armor': 40.0, 'attackSpeed': 1.0, 'critChance': 0.25, 'critMultiplier': 1.399999976158142, 'damage': 65.0, 'hp': 1000.0, 'initialMana': 75.0, 'magicResist': 40.0, 'mana': 175.0, 'range': 3.0}",['Threat']
"{'desc': 'Fiddlesticks teleports into the largest cluster of enemies and fears them for @StunDuration@ seconds. For the next @UltDuration@ seconds, Fiddlesticks drains the life from nearby enemies dealing @ModifiedDamage@ magic damage per second and healing for @DrainPercent@% of the damage dealt.<br>', 'icon': 'ASSETS/Characters/Fiddlesticks/HUD/Icons2D/Fiddlesticks_CrowstormSurprise.dds', 'name': 'Dark Harvest', 'variables': [{'name': 'StunDuration', 'value': [0.0, 1.0, 1.0, 5.0, 0.0, 0.0, 0.0]}, {'name': 'Damage', 'value': [0.0, 85.0, 130.0, 800.0, 0.0, 0.0, 0.0]}, {'name': 'DrainPercent', 'value': [20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0]}, {'name': 'FearInterval', 'value': [6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0]}, {'name': 'UltDuration', 'value': [5.0, 5.0, 5.0, 30.0, 5.0, 5.0, 5.0]}, {'name': 'CorruptedHealthThreshold', 'value': [70.0, 70.0, 70.0, 70.0, 70.0, 70.0, 70.0]}, {'name': 'CorruptedAP', 'value': [40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]}, {'name': 'Movespeed', 'value': [600.0, 600.0, 600.0, 600.0, 600.0, 600.0, 600.0]}]}",TFT8_Fiddlesticks,5,ASSETS/UX/TFT/ChampionSplashes/TFT8_Fiddlesticks.TFT_Set8.dds,Fiddlesticks,"{'armor': 66.0, 'attackSpeed': 0.75, 'critChance': 0.25, 'critMultiplier': 1.399999976158142, 'damage': 50.0, 'hp': 1200.0, 'initialMana': 66.0, 'magicResist': 66.0, 'mana': 66.0, 'range': 1.0}","['Corrupted', 'Threat']"
"{'desc': 'Passive: Urgot focuses fire on the nearest enemy, raining blasts into them that deal physical damage.<br><br>Active: Urgot summons 2 gigantic waves from above and below that converge towards the center of the board and each deal @ModifiedDamage@ magic damage. The force of the wave knocks back enemies 1 hex and stuns them for @StunDuration@ seconds.', 'icon': 'ASSETS/Characters/Nami/HUD/Icons2D/NamiR.dds', 'name': 'Undertow', 'variables': [{'name': 'Damage', 'value': [500.0, 500.0, 500.0, 500.0, 500.0, 500.0, 500.0]}, {'name': 'StunDuration', 'value': [2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]}, {'name': 'ArmorShred', 'value': [2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]}]}",TFT8_Boss_Urgot,11,ASSETS/UX/TFT/ChampionSplashes/TFT8_Urgot.TFT_Set8.dds,Giant Crabgot,"{'armor': 100.0, 'attackSpeed': 1.0, 'critChance': 0.25, 'critMultiplier': 1.399999976158142, 'damage': 300.0, 'hp': 15000.0, 'initialMana': 0, 'magicResist': 100.0, 'mana': 300.0, 'range': 7.0}",[]
"{'desc': ""Yasuo fires a whirlwind at his target dealing @ModifiedDamage@ magic damage and knocking up units hit for @KnockupDuration@ seconds. If the current position isn't ideal, he will dash up to 1 hex in order to find more units in a line."", 'icon': 'ASSETS/Characters/TFT8_Yasuo/HUD/Icons2D/TFT8_Yasuo_Q3.TFT_Set8.dds', 'name': 'Steel Tempest', 'variables': [{'name': 'Damage', 'value': [0.0, 210.0, 315.0, 485.0, 0.0, 0.0, 0.0]}, {'name': 'KnockupDuration', 'value': [0.0, 1.5, 1.5, 1.5, 0.0, 0.0, 0.0]}]}",TFT8_Yasuo,2,ASSETS/UX/TFT/ChampionSplashes/TFT8_Yasuo.TFT_Set8.dds,Yasuo,"{'armor': 40.0, 'attackSpeed': 0.75, 'critChance': 0.25, 'critMultiplier': 1.399999976158142, 'damage': 45.0, 'hp': 750.0, 'initialMana': 0, 'magicResist': 40.0, 'mana': 70.0, 'range': 1.0}","['LaserCorps', 'Duelist']"
"{'desc': ""Passive: Aurelion Sol's attacks @PercentBurn@% <TFTKeyword>Burn</TFTKeyword> his target and a random ally.<br><br>Active: Aurelion Sol calls down @NumMeteors@ meteors on random enemies. Meteors deal @ModifiedDamage@ magic damage, then @PercentBurn@% <TFTKeyword>Burn</TFTKeyword> and  @HealingReduction@% <TFTKeyword>Wound</TFTKeyword> enemies for @Duration@ seconds. <br><br><tftitemrules><tftbold>Burn</tftbold>: deals some of the target's maximum Health as true damage<br><tftbold>Wound</tftbold>: reduces healing received</tftitemrules>"", 'icon': 'ASSETS/Characters/Brand/HUD/Icons2D/BrandPillarOfFlame.dds', 'name': 'Meteor Shower', 'variables': [{'name': 'Damage', 'value': [100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0]}, {'name': 'Duration', 'value': [10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]}, {'name': 'PercentBurn', 'value': [30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0]}, {'name': 'NumMeteors', 'value': [10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]}, {'name': 'HealingReduction', 'value': [50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0]}]}",TFT8_Boss_AurelionSol,11,ASSETS/UX/TFT/ChampionSplashes/TFT8_AurelionSol.TFT_Set8.dds,Volcanic Sol,"{'armor': 50.0, 'attackSpeed': 0.800000011920929, 'critChance': 0.25, 'critMultiplier': 1.399999976158142, 'damage': 100.0, 'hp': 10000.0, 'initialMana': 0, 'magicResist': 50.0, 'mana': 300.0, 'range': 7.0}",[]
"{'desc': 'Poppy throws her buckler at the farthest enemy, dealing @PercentArmorDamage*100@% of her Armor as magic damage. (total: @TotalDamage@) The buckler then bounces back, granting Poppy a shield that blocks @ModifiedShield@ damage.', 'icon': 'ASSETS/Characters/Poppy/HUD/Icons2D/Poppy_Passive.dds', 'name': 'Buckler Toss', 'variables': [{'name': 'PercentArmorDamage', 'value': [2.0, 1.600000023841858, 2.4000000953674316, 3.200000047683716, 4.0, 4.0, 4.0]}, {'name': 'ShieldAmount', 'value': [100.0, 300.0, 350.0, 425.0, 525.0, 600.0, 700.0]}, {'name': 'ShieldDuration', 'value': [3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0]}]}",TFT8_Poppy,1,ASSETS/UX/TFT/ChampionSplashes/TFT8_Poppy.TFT_Set8.dds,Poppy,"{'armor': 45.0, 'attackSpeed': 0.550000011920929, 'critChance': 0.25, 'critMultiplier': 1.399999976158142, 'damage': 60.0, 'hp': 650.0, 'initialMana': 40.0, 'magicResist': 45.0, 'mana': 80.0, 'range': 1.0}","['Gadgeteen', 'Defender']"
